specification,k,method,replicate,held_out_cycle,ari
expanded8_recent_equal,12,bootstrap_refit,8,,0.6115465989553317
expanded8_recent_equal,12,bootstrap_refit,9,,0.4440693574780317
expanded8_recent_equal,12,bootstrap_refit,10,,0.4866570925391236
expanded8_recent_equal,12,bootstrap_refit,11,,0.4438994756530771
expanded8_recent_equal,12,bootstrap_refit,12,,0.5769609408647499
expanded8_recent_equal,12,bootstrap_refit,13,,0.5160326734036101
expanded8_recent_equal,12,bootstrap_refit,14,,0.37335523162922013
expanded8_recent_equal,12,bootstrap_refit,15,,0.6085058774324065
expanded8_recent_equal,12,bootstrap_refit,16,,0.5053391257189552
expanded8_recent_equal,12,bootstrap_refit,17,,0.4394882867030896
expanded8_recent_equal,12,bootstrap_refit,18,,0.5021171448489637
expanded8_recent_equal,12,bootstrap_refit,19,,0.5712034778193588
expanded8_recent_equal,12,bootstrap_refit,20,,0.5186033539469422
expanded8_recent_equal,12,bootstrap_refit,21,,0.41745554861048817
expanded8_recent_equal,12,bootstrap_refit,22,,0.4810706889512553
expanded8_recent_equal,12,bootstrap_refit,23,,0.4800146390966902
expanded8_recent_equal,12,bootstrap_refit,24,,0.570947436239539
expanded8_recent_equal,12,bootstrap_refit,25,,0.5907965027945622
expanded8_recent_equal,12,bootstrap_refit,26,,0.6910783596111667
expanded8_recent_equal,12,bootstrap_refit,27,,0.5226339516713427
expanded8_recent_equal,12,bootstrap_refit,28,,0.3844905001698831
expanded8_recent_equal,12,bootstrap_refit,29,,0.4692746042201149
expanded8_recent_equal,12,bootstrap_refit,30,,0.4016870637879865
expanded8_recent_equal,12,leave_cycle_out,1,2015-2016,0.5942368809101136
expanded8_recent_equal,12,leave_cycle_out,2,2017-2018,0.4276184871331671
expanded8_recent_equal,12,leave_cycle_out,3,2021-2023,0.44414658656670564
expanded8_recent_equal,13,bootstrap_refit,1,,0.383033335824087
expanded8_recent_equal,13,bootstrap_refit,2,,0.42288692060379374
expanded8_recent_equal,13,bootstrap_refit,3,,0.5420243596799497
expanded8_recent_equal,13,bootstrap_refit,4,,0.4015064995512728
expanded8_recent_equal,13,bootstrap_refit,5,,0.4885053351920985
expanded8_recent_equal,13,bootstrap_refit,6,,0.38984495885289117
expanded8_recent_equal,13,bootstrap_refit,7,,0.4190707683609246
expanded8_recent_equal,13,bootstrap_refit,8,,0.4643528149358394
expanded8_recent_equal,13,bootstrap_refit,9,,0.4644400159389822
expanded8_recent_equal,13,bootstrap_refit,10,,0.4605885911126059
expanded8_recent_equal,13,bootstrap_refit,11,,0.5033082477212084
expanded8_recent_equal,13,bootstrap_refit,12,,0.4981037165770007
expanded8_recent_equal,13,bootstrap_refit,13,,0.4261357663229407
expanded8_recent_equal,13,bootstrap_refit,14,,0.4578679788731063
expanded8_recent_equal,13,bootstrap_refit,15,,0.389766555104801
expanded8_recent_equal,13,bootstrap_refit,16,,0.4101514212332027
expanded8_recent_equal,13,bootstrap_refit,17,,0.43016194595845103
expanded8_recent_equal,13,bootstrap_refit,18,,0.4813844286611532
expanded8_recent_equal,13,bootstrap_refit,19,,0.42920034811463725
expanded8_recent_equal,13,bootstrap_refit,20,,0.4530394902756751
expanded8_recent_equal,13,bootstrap_refit,21,,0.34333087151732167
expanded8_recent_equal,13,bootstrap_refit,22,,0.4721374413689091
expanded8_recent_equal,13,bootstrap_refit,23,,0.3669025119257972
expanded8_recent_equal,13,bootstrap_refit,24,,0.3216847332394549
expanded8_recent_equal,13,bootstrap_refit,25,,0.46166389461424956
expanded8_recent_equal,13,bootstrap_refit,26,,0.32897743412381986
