strategy,macro_f1,auc_roc_weighted_ovr,recall_pre_diabetic,recall_diabetic,at_risk_sensitivity,at_risk_specificity,at_risk_ppv,at_risk_npv
multiclass_argmax,0.4885286317238869,0.6941718923971846,0.32166301969365424,0.628158844765343,0.7452316076294278,0.5903426791277259,0.6753086419753086,0.6696113074204947
multiclass_tuned_thresholds,0.3834340512013352,0.6941718923971846,0.4726477024070022,0.7292418772563177,0.9604904632152589,0.1791277258566978,0.5722402597402597,0.7986111111111112
