bmi,triglycerides,ldl,hdl,age,waist_circumference,raw_cluster_id,lap_score,lap_score_conventional_mmol_l,assigned_proxy_label,naming_rule,interpretation_boundary,count,percentage
28.248922413793103,97.7801724137931,102.55172413793105,62.400862068965516,55.422413793103445,94.98189655172413,0,3616.0962210166463,40.827551326822245,MARD-like,Step 4: residual centroid; mildest metabolic pattern,Residual label; age differs by only about 1.15 years across clusters,232,31.607629427792915
42.04641592920353,119.63716814159292,113.13274336283186,51.94690265486726,54.269911504424776,123.52610619469027,1,7839.357784478034,88.51030579742614,MOD-like,Step 3: highest BMI among remaining centroids,BMI 42.05 indicates severe obesity despite legacy 'mild' name,226,30.79019073569482
32.25363636363637,335.1558441558442,109.53246753246754,41.727272727272734,54.506493506493506,107.65844155844155,2,16643.316899983132,187.91144744251028,SIRD-like,Step 1: highest centroid LAP score,TG-waist proxy; code score uses TG in mg/dL; no HOMA2-IR,77,10.490463215258854
29.010150753768844,148.25628140703517,166.14572864321605,52.005025125628144,54.949748743718594,98.6356783919598,3,6024.494570844171,68.01958418024356,SIDD-like,Step 2: highest LDL among remaining centroids,LDL-dominant; no HOMA2-B/C-peptide evidence,199,27.111716621253407
