strategy,macro_f1,auc_roc_weighted_ovr,recall_pre_diabetic,recall_diabetic,at_risk_sensitivity,at_risk_specificity,at_risk_ppv,at_risk_npv
multiclass_argmax,0.49353778808593035,0.6963716833048798,0.3282275711159737,0.6353790613718412,0.7397820163487738,0.5919003115264797,0.6745341614906832,0.6654991243432574
multiclass_tuned_thresholds,0.3861020123639148,0.6963716833048798,0.5295404814004376,0.7111913357400722,0.9591280653950953,0.1573208722741433,0.5654618473895582,0.7709923664122137
