strategy,macro_f1,auc_roc_weighted_ovr,recall_pre_diabetic,recall_diabetic,at_risk_sensitivity,at_risk_specificity,at_risk_ppv,at_risk_npv
multiclass_argmax,0.4896913109545334,0.6853133498692116,0.34573304157549234,0.6101083032490975,0.7656675749318801,0.5794392523364486,0.6754807692307693,0.6838235294117647
multiclass_tuned_thresholds,0.3570974007449475,0.6853133498692116,0.4288840262582057,0.7833935018050542,0.9673024523160763,0.14018691588785046,0.5625990491283677,0.7894736842105263
